Player,Season,VORP,DWS,PER,FTA,TOV,PTS,AllNBA_pred_proba,Class
Chris Paul,2010,6.7,4.4,23.7,4.8,2.2,15.9,0.92,3
Dirk Nowitzki,2010,4.5,3.3,23.4,6.1,1.9,23.0,0.86,2
Manu Ginóbili,2010,4.5,3.2,21.7,5.1,2.2,17.4,0.79,3
Amar'e Stoudemire,2010,2.4,2.6,22.7,7.7,3.2,25.3,0.73,2
Zach Randolph,2010,3.2,3.7,22.6,5.3,2.0,20.1,0.67,3
Al Horford,2010,3.9,3.7,20.7,2.4,1.5,15.3,0.66,3
Kevin Love,2010,4.2,2.5,24.3,6.8,2.1,20.2,0.2,0
Carmelo Anthony,2010,2.7,2.5,21.7,7.9,2.7,25.6,0.15,0
Paul Pierce,2010,4.6,5.1,19.7,5.6,2.1,18.9,0.13,0
Tim Duncan,2010,3.5,4.0,21.9,3.4,1.6,13.4,0.12,0
Kevin Garnett,2010,3.8,5.6,20.6,3.1,1.6,14.9,0.11,0
Steve Nash,2010,3.3,0.7,20.8,3.3,3.5,14.7,0.11,0
Deron Williams,2010,3.1,1.1,21.1,6.3,3.5,20.1,0.1,0
Kevin Martin,2010,3.5,1.5,21.4,8.4,2.3,23.5,0.08,0
Chris Bosh,2010,2.3,4.3,19.4,6.1,1.8,18.7,0.05,0
Carlos Boozer,2010,1.4,3.9,18.8,4.1,2.5,17.5,0.05,0
Ray Allen,2010,3.6,4.2,16.4,2.7,1.5,16.5,0.05,0
Luol Deng,2010,3.0,5.2,15.5,4.1,1.9,17.4,0.05,0
Nenê,2010,3.2,3.1,20.4,5.4,1.8,14.5,0.04,0
Tony Parker,2010,2.4,2.4,20.4,3.9,2.6,17.5,0.04,0
Josh Smith,2010,3.2,4.5,19.2,4.1,2.6,16.5,0.03,0
LeBron James,2011,7.6,4.5,30.7,8.1,3.4,27.1,1.0,1
Kevin Durant,2011,5.8,3.7,26.2,7.6,3.8,28.0,0.99,1
Dwight Howard,2011,3.3,4.4,24.2,10.6,3.2,20.6,0.91,1
Chris Paul,2011,6.1,2.3,27.0,5.0,2.1,19.8,0.87,1
Dwyane Wade,2011,4.0,2.9,26.3,6.1,2.6,22.1,0.81,3
Kevin Love,2011,3.9,2.3,25.4,8.4,2.3,26.0,0.81,2
Kobe Bryant,2011,2.9,2.0,21.9,7.8,3.5,27.9,0.76,1
Carmelo Anthony,2011,2.7,2.6,21.1,6.7,2.6,22.6,0.75,3
Blake Griffin,2011,3.4,2.6,23.4,7.1,2.3,20.7,0.75,2
Russell Westbrook,2011,3.0,2.4,22.9,6.3,3.6,23.6,0.73,2
Andrew Bynum,2011,2.6,3.3,22.9,5.6,2.5,18.7,0.71,2
Dirk Nowitzki,2011,3.0,2.6,21.7,5.7,1.9,21.6,0.66,3
Tyson Chandler,2011,2.2,3.6,18.7,5.1,1.6,11.3,0.66,3
Rajon Rondo,2011,2.1,3.4,17.5,3.4,3.6,11.9,0.64,3
Tony Parker,2011,2.3,1.6,22.0,4.7,2.6,18.3,0.62,2
Derrick Rose,2011,2.9,2.0,23.0,6.1,3.1,21.8,0.15,0
Greg Monroe,2011,2.6,2.7,22.0,4.1,2.4,15.4,0.08,0
DeMarcus Cousins,2011,0.6,2.2,21.7,5.8,2.7,18.1,0.08,0
Josh Smith,2011,3.3,4.9,21.1,4.9,2.5,18.8,0.07,0
Pau Gasol,2011,3.3,3.1,20.4,4.0,2.2,17.4,0.06,0
Paul Pierce,2011,3.2,3.7,19.6,5.6,2.8,19.4,0.06,0
Steve Nash,2011,2.7,0.6,20.3,2.3,3.7,12.5,0.06,0
Al Jefferson,2011,3.0,2.5,22.8,2.9,1.0,19.2,0.06,0
Deron Williams,2011,2.2,0.4,20.3,5.5,4.0,21.0,0.05,0
James Harden,2011,3.1,1.8,21.1,6.0,2.2,16.8,0.04,0
LaMarcus Aldridge,2011,2.5,1.6,22.7,5.0,2.0,21.7,0.04,0
Jeremy Lin,2011,1.4,1.4,19.9,5.2,3.6,14.6,0.03,0
Paul Millsap,2011,3.1,2.9,21.8,4.0,1.8,16.6,0.03,0
Kevin Garnett,2011,2.9,4.3,20.4,3.2,1.8,15.8,0.02,0
Kyle Lowry,2011,2.3,1.6,18.8,4.2,2.8,14.3,0.02,0
LeBron James,2012,9.9,4.7,31.6,7.0,3.0,26.8,1.0,1
Kevin Durant,2012,8.9,5.3,28.3,9.3,3.5,28.1,0.99,1
Russell Westbrook,2012,4.6,3.9,23.9,7.0,3.3,23.2,0.98,2
Kobe Bryant,2012,5.0,2.6,23.0,8.0,3.7,27.3,0.93,1
Carmelo Anthony,2012,3.9,2.0,24.8,7.6,2.6,28.7,0.91,2
James Harden,2012,5.8,3.0,22.9,10.2,3.8,25.9,0.9,3
Dwyane Wade,2012,3.8,3.5,24.0,6.2,2.8,21.2,0.86,3
Chris Paul,2012,6.4,3.4,26.4,4.6,2.3,16.9,0.85,1
Tim Duncan,2012,3.8,4.9,24.4,4.3,2.1,17.8,0.82,1
Paul George,2012,4.4,6.3,16.8,3.5,2.9,17.4,0.81,3
Blake Griffin,2012,4.0,3.9,22.4,5.3,2.3,18.0,0.78,2
Dwight Howard,2012,1.8,4.8,19.4,9.5,3.0,17.1,0.76,3
Tony Parker,2012,3.1,2.3,23.0,5.0,2.6,20.3,0.71,2
Marc Gasol,2012,5.1,5.4,19.5,4.0,2.0,14.1,0.67,2
David Lee,2012,2.8,3.7,19.2,4.1,2.6,18.5,0.57,3
Stephen Curry,2012,5.6,2.8,21.3,3.7,3.1,22.9,0.19,0
Deron Williams,2012,4.2,1.8,20.3,4.7,2.8,18.9,0.11,0
Al Horford,2012,2.7,4.1,19.8,2.8,2.0,17.4,0.06,0
Brook Lopez,2012,3.0,2.6,24.7,5.3,1.8,19.4,0.05,0
Paul Pierce,2012,3.6,3.7,19.1,5.5,2.8,18.6,0.05,0
Mike Conley,2012,4.6,4.7,18.3,3.5,2.4,14.6,0.04,0
Kyrie Irving,2012,3.0,1.1,21.4,4.9,3.2,22.5,0.04,0
David West,2012,3.7,4.7,20.1,4.3,2.2,17.1,0.03,0
Al Jefferson,2012,2.8,3.3,20.9,2.8,1.3,17.8,0.02,0
Kemba Walker,2012,2.4,1.1,18.8,4.5,2.4,17.7,0.02,0
Roy Hibbert,2012,0.9,4.9,17.3,2.8,2.1,11.9,0.02,0
Rudy Gay,2012,2.1,3.9,15.6,3.9,2.6,18.2,0.02,0
John Wall,2012,2.4,2.2,20.8,6.2,3.2,18.5,0.02,0
Zach Randolph,2012,1.5,4.7,17.9,3.9,2.0,15.4,0.02,0
Nicolas Batum,2012,3.4,1.9,15.7,2.9,2.6,14.3,0.02,0
Kevin Durant,2013,9.6,4.4,29.8,9.9,3.5,32.0,1.0,1
Kevin Love,2013,7.7,3.7,26.9,8.2,2.5,26.1,1.0,2
Stephen Curry,2013,6.7,4.0,24.1,4.5,3.8,24.0,0.98,2
LeBron James,2013,7.9,3.7,29.3,7.6,3.5,27.1,0.98,1
Blake Griffin,2013,4.7,4.1,23.9,8.4,2.8,24.1,0.96,2
James Harden,2013,5.3,2.7,23.5,9.1,3.6,25.4,0.92,1
Paul George,2013,5.0,6.4,20.1,5.8,2.8,21.7,0.92,3
Chris Paul,2013,5.8,3.2,25.9,5.6,2.3,19.1,0.9,1
Al Jefferson,2013,3.0,4.7,22.7,3.8,1.7,21.8,0.87,3
Joakim Noah,2013,5.2,6.6,20.0,4.2,2.4,12.6,0.85,1
LaMarcus Aldridge,2013,2.7,3.5,21.8,5.2,1.8,23.2,0.81,3
Damian Lillard,2013,3.9,1.8,18.6,5.2,2.4,20.7,0.81,3
Goran Dragić,2013,4.0,2.0,21.4,5.5,2.8,20.3,0.71,3
Dwight Howard,2013,2.3,4.1,21.3,9.0,3.2,18.3,0.7,2
Tony Parker,2013,1.5,1.9,18.9,3.6,2.2,16.7,0.6,2
DeMarcus Cousins,2013,4.2,3.8,26.1,8.4,3.5,22.7,0.39,0
Carmelo Anthony,2013,5.3,2.5,24.4,7.0,2.6,27.4,0.33,0
Anthony Davis,2013,4.0,3.2,26.5,6.6,1.6,20.8,0.25,0
Dirk Nowitzki,2013,4.7,2.3,23.6,4.7,1.5,21.7,0.2,0
Russell Westbrook,2013,2.7,2.3,24.7,6.4,3.8,21.8,0.19,0
Kyle Lowry,2013,4.8,3.3,20.1,4.9,2.5,17.9,0.11,0
DeAndre Jordan,2013,3.3,5.8,18.2,4.6,1.5,10.4,0.1,0
Dwyane Wade,2013,2.2,2.0,22.0,4.8,3.0,19.0,0.09,0
Tim Duncan,2013,2.9,4.6,21.3,4.3,2.1,15.1,0.08,0
DeMar DeRozan,2013,2.8,3.0,18.4,8.0,2.2,22.7,0.06,0
Brook Lopez,2013,0.8,0.5,25.4,6.8,1.6,20.7,0.06,0
Pau Gasol,2013,1.5,1.7,19.3,4.2,2.4,17.4,0.06,0
Al Horford,2013,1.2,1.3,22.0,2.9,2.2,18.6,0.04,0
Paul Millsap,2013,3.0,4.0,19.8,5.3,2.5,17.9,0.03,0
John Wall,2013,3.6,4.0,19.5,4.8,3.6,19.3,0.03,0
James Harden,2014,8.1,4.2,26.7,10.2,4.0,27.4,0.99,1
Russell Westbrook,2014,5.8,3.2,29.1,9.8,4.4,28.1,0.98,2
Anthony Davis,2014,6.7,4.2,30.8,6.8,1.4,24.4,0.97,1
Stephen Curry,2014,7.9,4.1,28.0,4.2,3.1,23.8,0.96,1
LeBron James,2014,5.7,2.9,25.9,7.7,3.9,25.3,0.95,1
LaMarcus Aldridge,2014,3.1,3.7,22.8,5.1,1.7,23.4,0.9,2
Chris Paul,2014,7.2,3.2,26.0,3.9,2.3,19.1,0.89,2
Marc Gasol,2014,4.8,4.7,21.7,5.4,2.2,17.4,0.87,1
DeMarcus Cousins,2014,3.2,3.2,25.2,9.2,4.3,24.1,0.84,2
DeAndre Jordan,2014,3.5,5.4,21.0,5.7,1.3,11.5,0.84,3
Pau Gasol,2014,3.7,4.4,22.7,4.7,2.0,18.5,0.83,2
Klay Thompson,2014,4.0,3.1,20.8,3.3,1.9,21.7,0.8,3
Blake Griffin,2014,3.6,2.4,22.8,6.4,2.3,21.9,0.79,3
Tim Duncan,2014,4.0,4.7,22.6,4.0,1.7,13.9,0.75,3
Kyrie Irving,2014,4.2,2.0,21.5,4.9,2.5,21.7,0.74,3
Jimmy Butler,2014,4.2,3.0,21.3,7.1,1.4,20.0,0.15,0
Damian Lillard,2014,4.9,3.3,20.7,4.9,2.7,21.0,0.14,0
Al Horford,2014,3.6,3.6,21.4,1.9,1.3,15.2,0.11,0
Kawhi Leonard,2014,4.1,4.4,22.0,3.9,1.5,16.5,0.1,0
John Wall,2014,4.0,4.2,19.9,4.6,3.8,17.6,0.09,0
Gordon Hayward,2014,4.0,2.9,20.2,6.1,2.7,19.3,0.09,0
Kevin Durant,2014,2.8,1.0,27.6,6.3,2.7,25.4,0.08,0
Rudy Gobert,2014,3.4,4.3,21.6,3.3,1.4,8.4,0.06,0
Jeff Teague,2014,2.8,2.8,20.6,4.4,2.8,15.9,0.05,0
Michael Carter-Williams,2014,0.5,2.9,14.1,4.4,3.8,14.6,0.03,0
Brook Lopez,2014,1.6,2.2,22.7,3.8,1.4,17.2,0.03,0
Kyle Lowry,2014,3.1,2.0,19.3,4.5,2.5,17.8,0.03,0
Greg Monroe,2014,2.1,2.8,21.2,4.9,2.2,15.9,0.02,0
Isaiah Thomas,2014,2.3,1.1,20.6,5.2,2.1,16.4,0.02,0
Rudy Gay,2014,2.9,1.3,19.7,5.8,2.7,21.1,0.02,0
Stephen Curry,2015,9.5,4.1,31.5,5.1,3.3,30.1,1.0,1
LeBron James,2015,7.5,4.0,27.5,6.5,3.3,25.3,1.0,1
Kevin Durant,2015,7.8,3.5,28.2,6.9,3.5,28.2,1.0,2
Russell Westbrook,2015,6.8,4.0,27.6,7.2,4.3,23.5,0.98,1
Paul George,2015,4.9,4.8,20.9,6.5,3.3,23.1,0.95,3
Chris Paul,2015,6.0,3.5,26.2,4.4,2.6,19.5,0.95,2
Kawhi Leonard,2015,6.7,5.5,26.0,4.6,1.5,21.2,0.93,1
DeMarcus Cousins,2015,3.0,3.3,23.6,10.2,3.8,26.9,0.9,2
Kyle Lowry,2015,5.7,3.7,22.2,6.4,2.9,21.2,0.89,3
Draymond Green,2015,5.3,5.1,19.3,4.1,3.2,14.0,0.85,2
Damian Lillard,2015,4.3,1.4,22.2,6.2,3.2,25.1,0.8,2
DeAndre Jordan,2015,3.2,5.5,20.6,8.0,1.4,12.7,0.78,1
Andre Drummond,2015,2.0,5.5,21.2,7.2,1.9,16.2,0.77,3
Klay Thompson,2015,2.5,2.6,18.6,2.8,1.7,22.1,0.75,3
LaMarcus Aldridge,2015,2.5,4.5,22.4,4.1,1.3,18.0,0.69,3
James Harden,2015,6.8,2.6,25.3,10.2,4.6,29.0,0.31,0
Paul Millsap,2015,4.1,6.0,21.3,5.0,2.4,17.1,0.24,0
Anthony Davis,2015,3.2,2.8,25.0,7.0,2.0,24.3,0.21,0
Pau Gasol,2015,4.0,3.9,21.7,4.0,2.3,16.5,0.14,0
Kemba Walker,2015,4.3,3.6,20.8,5.4,2.1,20.9,0.13,0
Jimmy Butler,2015,3.9,2.7,21.3,7.1,2.0,20.9,0.13,0
DeMar DeRozan,2015,3.2,2.4,21.5,8.4,2.2,23.5,0.13,0
Hassan Whiteside,2015,3.3,5.3,25.6,4.5,1.9,14.2,0.13,0
Isaiah Thomas,2015,4.2,2.5,21.5,6.6,2.7,22.2,0.11,0
John Wall,2015,3.9,3.5,19.8,4.5,4.1,19.9,0.09,0
Carmelo Anthony,2015,3.4,2.5,20.3,5.6,2.4,21.8,0.09,0
Blake Griffin,2015,1.9,1.6,22.1,5.5,2.4,21.4,0.05,0
Gordon Hayward,2015,3.3,3.4,18.3,6.0,2.5,19.7,0.04,0
Tony Wroten,2015,-0.4,0.0,1.8,4.6,3.6,8.4,0.04,0
Giannis Antetokounmpo,2015,2.9,2.9,18.8,5.1,2.6,16.9,0.03,0
Giannis Antetokounmpo,2016,6.7,4.5,26.1,7.7,2.9,22.9,1.0,2
LeBron James,2016,6.7,3.0,27.0,7.2,4.1,26.4,1.0,1
Anthony Davis,2016,5.4,5.1,27.5,8.6,2.4,28.0,1.0,1
Kawhi Leonard,2016,7.1,4.7,27.6,7.2,2.1,25.5,1.0,1
Russell Westbrook,2016,9.3,4.6,30.6,10.4,5.4,31.6,0.99,1
Stephen Curry,2016,5.9,3.9,24.6,4.6,3.0,25.3,0.99,2
Jimmy Butler,2016,6.6,3.8,25.1,8.9,2.1,23.9,0.97,3
Isaiah Thomas,2016,5.6,1.6,26.5,8.5,2.8,28.9,0.97,2
Kevin Durant,2016,5.7,4.0,27.6,6.2,2.2,25.1,0.96,2
Rudy Gobert,2016,4.4,6.0,23.3,5.9,1.8,14.0,0.96,2
James Harden,2016,8.0,3.6,27.4,10.9,5.7,29.1,0.95,1
John Wall,2016,4.8,3.0,23.2,6.8,4.1,23.1,0.93,3
DeAndre Jordan,2016,3.5,4.6,21.8,5.2,1.4,12.7,0.88,3
DeMar DeRozan,2016,3.3,2.4,24.0,8.7,2.4,27.3,0.86,3
Draymond Green,2016,4.3,5.4,16.5,2.8,2.4,10.2,0.66,3
DeMarcus Cousins,2016,5.5,3.8,25.8,9.3,3.7,27.0,0.4,0
Kyle Lowry,2016,4.6,2.3,22.9,6.1,2.9,22.4,0.36,0
Gordon Hayward,2016,4.5,3.3,22.2,5.9,1.9,21.9,0.27,0
Karl-Anthony Towns,2016,5.2,2.8,25.9,5.2,2.6,25.1,0.27,0
Damian Lillard,2016,4.8,1.5,24.1,7.3,2.6,27.0,0.27,0
Blake Griffin,2016,3.5,2.4,22.6,6.9,2.3,21.6,0.24,0
Chris Paul,2016,5.2,2.6,26.2,4.3,2.4,18.1,0.19,0
Mike Conley,2016,5.1,2.5,23.2,5.3,2.3,20.5,0.19,0
Nikola Jokić,2016,4.8,2.0,26.3,3.1,2.3,16.7,0.15,0
Kemba Walker,2016,4.2,2.2,21.3,4.5,2.1,23.2,0.14,0
Klay Thompson,2016,1.9,2.9,17.4,2.8,1.6,22.3,0.12,0
Hassan Whiteside,2016,2.2,5.3,22.6,4.6,2.0,17.0,0.12,0
Kyrie Irving,2016,3.4,1.5,23.0,4.6,2.5,25.2,0.12,0
Paul George,2016,3.4,3.1,20.2,5.0,2.9,23.7,0.1,0
Bradley Beal,2016,3.5,1.6,20.1,4.4,2.0,23.1,0.1,0
Giannis Antetokounmpo,2017,5.7,3.6,27.3,8.5,3.0,26.9,1.0,2
LeBron James,2017,8.2,3.0,28.6,6.5,4.2,27.5,1.0,1
James Harden,2017,7.7,3.8,29.8,10.1,4.4,30.4,1.0,1
Anthony Davis,2017,5.9,4.9,28.9,8.0,2.2,28.1,0.99,1
Damian Lillard,2017,6.3,2.7,25.2,7.4,2.8,26.9,0.97,1
Russell Westbrook,2017,6.1,4.5,24.7,7.1,4.8,25.4,0.96,2
Kevin Durant,2017,5.5,2.9,26.0,5.9,3.0,26.4,0.91,1
Victor Oladipo,2017,5.0,4.0,23.1,4.9,2.9,23.1,0.9,3
Joel Embiid,2017,2.6,3.8,22.9,7.4,3.7,22.9,0.87,2
Paul George,2017,3.6,3.9,18.7,5.2,2.7,21.9,0.86,3
LaMarcus Aldridge,2017,3.7,3.6,25.0,5.3,1.5,23.1,0.85,2
Stephen Curry,2017,4.0,1.8,28.2,5.9,3.0,26.4,0.82,3
Karl-Anthony Towns,2017,5.2,3.4,24.9,4.9,1.9,21.3,0.8,3
Jimmy Butler,2017,4.2,1.8,23.7,7.2,1.8,22.2,0.79,3
DeMar DeRozan,2017,3.2,2.8,21.0,7.0,2.2,23.0,0.68,2
Nikola Jokić,2017,5.5,2.9,24.4,4.2,2.8,18.5,0.34,0
DeMarcus Cousins,2017,2.9,3.2,22.6,8.2,5.0,25.2,0.26,0
Kyrie Irving,2017,4.5,2.7,25.0,4.4,2.3,24.4,0.21,0
Chris Paul,2017,4.2,2.7,24.4,3.8,2.2,18.6,0.19,0
Andre Drummond,2017,3.4,5.7,22.9,5.1,2.6,15.0,0.12,0
Kemba Walker,2017,4.2,2.0,20.6,5.3,2.2,22.1,0.11,0
Bradley Beal,2017,3.1,2.5,18.4,4.5,2.6,22.6,0.08,0
John Wall,2017,1.8,1.5,19.1,5.9,3.9,19.4,0.07,0
Dwight Howard,2017,1.2,3.9,20.5,7.2,2.6,16.6,0.05,0
Clint Capela,2017,2.8,4.1,24.5,3.5,1.4,13.9,0.05,0
CJ McCollum,2017,2.4,2.9,16.9,3.1,1.9,21.4,0.05,0
Rudy Gobert,2017,2.5,3.9,20.7,5.3,1.9,13.5,0.04,0
Lou Williams,2017,2.8,1.2,20.2,6.2,3.0,22.6,0.04,0
Kevin Love,2017,2.2,1.6,22.4,4.5,1.5,17.6,0.04,0
MarShon Brooks,2017,0.4,0.2,26.1,3.3,2.3,20.1,0.02,0
Giannis Antetokounmpo,2018,7.4,5.5,30.9,9.5,3.7,27.7,1.0,1
James Harden,2018,9.3,3.8,30.6,11.0,5.0,36.1,0.99,1
Joel Embiid,2018,3.8,3.8,26.1,10.1,3.5,27.5,0.98,2
Kevin Durant,2018,5.1,2.9,24.2,6.5,2.9,26.0,0.97,2
Nikola Jokić,2018,7.0,4.3,26.3,4.4,3.1,20.1,0.97,1
LeBron James,2018,4.9,2.6,25.6,7.6,3.6,27.4,0.96,3
Paul George,2018,6.6,4.9,23.3,7.0,2.7,28.0,0.95,1
Damian Lillard,2018,6.0,2.4,23.7,6.4,2.7,25.8,0.94,2
Rudy Gobert,2018,4.8,5.7,24.6,6.4,1.6,15.9,0.93,3
Stephen Curry,2018,5.1,2.5,24.4,4.2,2.8,27.3,0.91,1
Kemba Walker,2018,4.4,1.9,21.7,5.5,2.6,25.6,0.9,3
Russell Westbrook,2018,4.7,5.0,21.1,6.2,4.5,22.9,0.89,3
Kawhi Leonard,2018,4.7,3.4,25.8,7.1,2.0,26.6,0.89,2
Blake Griffin,2018,4.7,2.9,21.0,7.3,3.4,24.5,0.83,3
Kyrie Irving,2018,5.1,2.9,24.3,3.7,2.6,23.8,0.83,2
Karl-Anthony Towns,2018,5.1,3.2,26.3,5.8,3.1,24.4,0.33,0
Anthony Davis,2018,5.3,3.1,30.3,7.7,2.0,25.9,0.25,0
Nikola Vučević,2018,5.5,4.7,25.5,2.8,2.0,20.8,0.24,0
Bradley Beal,2018,3.7,1.7,20.8,5.5,2.7,25.6,0.2,0
Mike Conley,2018,3.9,2.3,21.4,5.8,1.9,21.1,0.16,0
Ben Simmons,2018,3.8,3.6,20.0,5.4,3.5,16.9,0.13,0
Donovan Mitchell,2018,2.2,3.7,17.2,5.1,2.8,23.8,0.13,0
LaMarcus Aldridge,2018,2.6,2.9,22.9,5.1,1.8,21.3,0.12,0
Andre Drummond,2018,2.7,5.9,23.4,5.2,2.2,17.3,0.09,0
Devin Booker,2018,1.7,0.3,20.2,7.1,4.1,26.6,0.08,0
Jusuf Nurkić,2018,2.8,3.3,23.4,5.1,2.3,15.6,0.07,0
D'Angelo Russell,2018,3.4,2.6,19.4,2.5,3.1,21.1,0.07,0
JaKarr Sampson,2018,0.2,0.1,22.5,5.3,1.0,20.0,0.05,0
Julius Randle,2018,2.0,1.9,20.9,6.7,2.8,21.4,0.04,0
Domantas Sabonis,2018,2.4,3.3,21.9,3.9,2.2,14.1,0.04,0
Anthony Davis,2019,5.4,4.4,27.4,8.5,2.5,26.1,1.0,1
Giannis Antetokounmpo,2019,6.6,5.0,31.9,10.0,3.7,29.5,1.0,1
Luka Dončić,2019,5.4,2.3,27.6,9.2,4.3,28.8,0.97,1
LeBron James,2019,6.1,3.6,25.5,5.7,3.9,25.3,0.97,1
James Harden,2019,7.3,3.2,29.1,11.8,4.5,34.3,0.97,1
Damian Lillard,2019,5.9,0.7,26.9,7.8,2.9,30.0,0.95,2
Kawhi Leonard,2019,5.1,3.3,26.9,7.1,2.6,27.1,0.93,2
Nikola Jokić,2019,5.5,3.1,24.9,4.1,3.1,19.9,0.87,2
Jimmy Butler,2019,3.7,2.7,23.6,9.1,2.2,19.9,0.85,3
Rudy Gobert,2019,3.3,4.2,21.7,5.9,1.9,15.1,0.8,3
Jayson Tatum,2019,3.4,3.7,20.4,4.7,2.3,23.4,0.79,3
Russell Westbrook,2019,1.8,2.5,21.0,6.7,4.5,27.2,0.74,3
Ben Simmons,2019,2.8,3.1,20.4,5.2,3.5,16.4,0.72,3
Chris Paul,2019,3.5,3.0,21.7,4.0,2.3,17.6,0.71,2
Pascal Siakam,2019,2.0,3.6,17.9,5.1,2.5,22.9,0.7,2
Trae Young,2019,3.1,0.6,23.9,9.3,4.8,29.6,0.2,0
Andre Drummond,2019,1.4,3.6,22.0,5.2,3.6,17.7,0.17,0
Bradley Beal,2019,2.5,0.6,23.2,8.0,3.4,30.5,0.16,0
Joel Embiid,2019,2.5,2.7,25.8,8.5,3.1,23.0,0.12,0
Karl-Anthony Towns,2019,2.9,1.3,26.5,6.5,3.1,26.5,0.1,0
Devin Booker,2019,2.6,1.5,20.6,7.3,3.8,26.6,0.09,0
Kyrie Irving,2019,1.6,0.8,26.2,5.1,2.6,27.4,0.09,0
Khris Middleton,2019,2.9,3.3,21.1,3.7,2.2,20.9,0.08,0
Domantas Sabonis,2019,2.9,3.4,20.7,4.8,2.7,18.5,0.07,0
DeMar DeRozan,2019,2.3,1.3,21.6,6.6,2.4,22.1,0.05,0
De'Aaron Fox,2019,1.6,1.4,20.6,6.7,3.1,21.1,0.05,0
Stephen Curry,2019,0.2,0.1,21.7,5.2,3.2,20.8,0.03,0
Paul George,2019,2.5,2.3,21.1,4.5,2.6,21.5,0.03,0
Zach LaVine,2019,2.4,2.2,19.4,5.6,3.4,25.5,0.03,0
Spencer Dinwiddie,2019,1.9,1.6,17.8,7.0,2.7,20.6,0.02,0
Giannis Antetokounmpo,2020,5.6,3.3,29.2,9.5,3.4,28.1,1.0,1
Joel Embiid,2020,3.8,3.2,30.3,10.7,3.1,28.5,0.96,2
Nikola Jokić,2020,8.8,3.4,31.3,5.5,3.1,26.4,0.96,1
Luka Dončić,2020,5.1,2.6,25.3,7.1,4.3,27.7,0.95,1
Stephen Curry,2020,5.8,2.5,26.3,6.3,3.4,32.0,0.94,1
Damian Lillard,2020,5.0,0.8,25.6,7.2,3.0,28.8,0.94,2
LeBron James,2020,3.8,2.6,24.2,5.7,3.7,25.0,0.87,2
Rudy Gobert,2020,3.8,5.2,23.5,5.3,1.7,14.3,0.86,3
Julius Randle,2020,3.9,4.3,19.7,6.0,3.4,24.1,0.85,2
Jimmy Butler,2020,4.3,2.7,26.5,8.0,2.1,21.5,0.84,3
Kawhi Leonard,2020,4.2,2.4,26.0,5.7,2.0,24.8,0.83,1
Bradley Beal,2020,2.9,1.7,22.7,7.7,3.1,31.3,0.8,3
Kyrie Irving,2020,3.6,1.6,24.4,4.0,2.4,26.9,0.77,3
Chris Paul,2020,3.6,2.7,21.4,2.6,2.2,16.4,0.72,2
Paul George,2020,2.9,2.3,20.5,4.2,3.3,23.3,0.63,3
James Harden,2020,3.7,1.7,24.5,7.3,4.0,24.6,0.27,0
Nikola Vučević,2020,4.4,3.0,22.9,2.2,1.8,23.4,0.26,0
Zion Williamson,2020,4.0,1.6,27.1,8.7,2.7,27.0,0.25,0
Bam Adebayo,2020,3.7,3.2,22.7,5.5,2.6,18.7,0.25,0
Zach LaVine,2020,3.1,1.8,21.5,5.1,3.5,27.4,0.17,0
Jayson Tatum,2020,3.4,2.5,21.3,5.3,2.7,26.4,0.14,0
Russell Westbrook,2020,3.4,3.2,19.5,6.4,4.8,22.2,0.12,0
Domantas Sabonis,2020,3.3,3.0,20.6,5.3,3.4,20.3,0.11,0
CJ McCollum,2020,2.4,0.6,20.8,2.8,1.4,23.1,0.1,0
Kevin Durant,2020,2.7,1.2,26.4,6.8,3.4,26.9,0.09,0
Donovan Mitchell,2020,2.8,2.2,21.3,6.0,2.8,26.4,0.09,0
Trae Young,2020,3.0,1.3,23.0,8.7,4.1,25.3,0.09,0
Karl-Anthony Towns,2020,2.8,1.6,23.1,6.2,3.2,24.8,0.08,0
Anthony Davis,2020,2.0,2.4,22.1,5.9,2.1,21.8,0.07,0
DeMar DeRozan,2020,2.6,1.5,22.0,7.2,2.0,21.6,0.05,0
Joel Embiid,2021,6.5,4.1,31.2,11.8,3.1,30.6,1.0,2
Giannis Antetokounmpo,2021,7.4,3.7,32.1,11.4,3.3,29.9,0.99,1
Nikola Jokić,2021,9.8,4.5,32.8,6.3,3.8,27.1,0.99,1
Luka Dončić,2021,5.9,3.8,25.1,7.5,4.5,28.4,0.99,1
Jayson Tatum,2021,4.8,4.6,21.8,6.2,2.9,26.9,0.98,1
Trae Young,2021,4.8,1.0,25.4,7.3,4.0,28.4,0.97,3
LeBron James,2021,5.1,2.3,26.2,6.0,3.5,30.3,0.97,3
Kevin Durant,2021,4.8,2.0,25.6,7.4,3.5,29.9,0.96,2
Karl-Anthony Towns,2021,4.4,3.2,24.1,6.3,3.1,24.6,0.92,3
Devin Booker,2021,3.6,3.3,21.3,5.3,2.4,26.8,0.88,1
Ja Morant,2021,3.9,2.1,24.4,7.3,3.4,27.4,0.85,2
Stephen Curry,2021,4.4,3.4,21.4,4.7,3.2,25.5,0.84,2
Pascal Siakam,2021,3.6,3.2,20.3,5.6,2.7,22.8,0.81,3
DeMar DeRozan,2021,3.1,1.8,23.1,7.8,2.4,27.9,0.81,2
Chris Paul,2021,4.0,3.6,20.8,3.1,2.4,14.7,0.64,3
Dejounte Murray,2021,4.4,3.4,22.3,3.6,2.6,21.1,0.24,0
