Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Season
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2012
21,Draymond Green,"Oct 31, '12, GSW @ PHO",22,13,881,25282,2831,6299,742,2318,1261,1775,964,6087,4948,1183,888,2027,2536,7665,.449,.320,.710,28.7,8.7,6.9,5.6,1.3,1.0,2012
22,Ben Hansbrough,"Nov 5, '12, IND @ SAS",25,1,28,200,15,45,6,23,21,27,2,18,21,7,2,18,23,57,.333,.261,.778,7.1,2.0,0.6,0.8,0.3,0.1,2012
23,Maurice Harkless,"Nov 7, '12, ORL @ MIN",19,10,621,14019,1686,3554,378,1182,509,816,658,2198,572,583,399,521,1265,4259,.474,.320,.624,22.6,6.9,3.5,0.9,0.9,0.6,2012
24,John Henson,"Nov 7, '12, MIL vs. MEM",22,8,445,8752,1438,2661,20,80,487,857,802,2368,496,211,642,496,998,3383,.540,.250,.568,19.7,7.6,5.3,1.1,0.5,1.4,2012
25,Justin Holiday,"Apr 3, '13, PHI @ CHA",23,11,680,15717,1910,4779,1080,2962,544,666,235,1826,968,614,283,544,1092,5444,.400,.365,.817,23.1,8.0,2.7,1.4,0.9,0.4,2012
26,Bernard James,"Oct 31, '12, DAL @ UTA",27,3,92,761,76,153,0,3,51,75,85,212,13,17,61,34,105,203,.497,.000,.680,8.3,2.2,2.3,0.1,0.2,0.7,2012
27,John Jenkins,"Nov 11, '12, ATL @ LAC",21,6,171,2183,311,705,117,319,116,137,36,250,138,31,14,95,95,855,.441,.367,.847,12.8,5.0,1.5,0.8,0.2,0.1,2012
28,Chris Johnson,"Jan 23, '13, MEM vs. LAL",22,4,147,2274,230,587,104,339,86,103,71,295,93,89,31,80,212,650,.392,.307,.835,15.5,4.4,2.0,0.6,0.6,0.2,2012
29,Orlando Johnson,"Nov 5, '12, IND @ SAS",23,3,103,1112,117,327,47,151,48,66,33,180,69,20,14,48,86,329,.358,.311,.727,10.8,3.2,1.7,0.7,0.2,0.1,2012
30,Darius Johnson-Odom,"Nov 9, '12, LAL vs. GSW",23,2,7,21,0,11,0,4,0,2,1,6,2,1,0,2,3,0,.000,.000,.000,3.0,0.0,0.9,0.3,0.1,0.0,2012
31,DeQuan Jones,"Nov 4, '12, ORL vs. PHO",22,1,63,803,95,218,9,35,34,51,17,105,16,19,22,30,55,233,.436,.257,.667,12.7,3.7,1.7,0.3,0.3,0.3,2012
32,Kevin Jones,"Dec 7, '12, CLE @ MIN",23,1,32,334,43,107,0,0,9,15,38,78,10,9,5,8,25,95,.402,,.600,10.4,3.0,2.4,0.3,0.3,0.2,2012
33,Perry Jones,"Nov 2, '12, OKC vs. POR",21,3,143,1675,195,464,36,123,62,94,46,252,54,36,33,60,135,488,.420,.293,.660,11.7,3.4,1.8,0.4,0.3,0.2,2012
34,Terrence Jones,"Nov 10, '12, HOU vs. DET",21,6,234,5562,985,1968,93,313,368,593,395,1334,238,146,270,219,392,2431,.501,.297,.621,23.8,10.4,5.7,1.0,0.6,1.2,2012
35,Kris Joseph,"Nov 2, '12, BOS vs. MIL",24,1,10,54,2,14,0,3,5,8,1,7,1,3,0,2,3,9,.143,.000,.625,5.4,0.9,0.7,0.1,0.3,0.0,2012
36,Michael Kidd-Gilchrist,"Nov 2, '12, CHA vs. IND",19,8,446,10978,1462,3085,28,103,798,1116,703,2420,515,296,304,400,956,3750,.474,.272,.715,24.6,8.4,5.4,1.2,0.7,0.7,2012
37,Viacheslav Kravtsov,"Dec 21, '12, DET vs. WAS",25,2,45,283,41,61,0,0,15,45,33,62,10,5,10,20,39,97,.672,,.333,6.3,2.2,1.4,0.2,0.1,0.2,2012
38,Doron Lamb,"Nov 2, '12, MIL @ BOS",21,2,100,1272,123,323,50,127,49,70,16,95,75,24,1,53,106,345,.381,.394,.700,12.7,3.5,1.0,0.8,0.2,0.0,2012
39,Jeremy Lamb,"Nov 2, '12, OKC vs. POR",20,10,573,11896,2127,4841,601,1755,950,1109,303,2073,904,417,218,466,924,5805,.439,.342,.857,20.8,10.1,3.6,1.6,0.7,0.4,2012
40,Meyers Leonard,"Oct 31, '12, POR vs. LAL",20,10,456,7272,972,2016,334,856,267,329,333,1771,396,85,127,315,981,2545,.482,.390,.812,15.9,5.6,3.9,0.9,0.2,0.3,2012
,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2012
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2012
41,Damian Lillard,"Oct 31, '12, POR vs. LAL",22,13,900,32614,7266,16568,2804,7556,5262,5853,534,3845,6069,874,267,2541,1708,22598,.439,.371,.899,36.2,25.1,4.3,6.7,1.0,0.3,2012
42,Scott Machado,"Nov 28, '12, HOU @ OKC",22,2,10,40,7,12,1,2,3,3,0,1,9,3,0,8,2,18,.583,.500,1.000,4.0,1.8,0.1,0.9,0.3,0.0,2012
43,Kendall Marshall,"Nov 4, '12, PHO @ ORL",21,4,160,3083,315,789,128,346,44,72,23,253,779,107,10,285,180,802,.399,.370,.611,19.3,5.0,1.6,4.9,0.7,0.1,2012
44,Fab Melo,"Feb 1, '13, BOS vs. ORL",22,1,6,36,3,6,0,0,1,4,0,3,0,2,2,1,7,7,.500,,.250,6.0,1.2,0.5,0.0,0.3,0.3,2012
45,Khris Middleton,"Nov 10, '12, DET @ HOU",21,13,776,23823,4688,10187,1409,3644,2116,2409,482,3700,3066,903,151,1616,1950,12901,.460,.387,.878,30.7,16.6,4.8,4.0,1.2,0.2,2012
46,Darius Miller,"Oct 31, '12, NOH vs. SAS",22,6,271,5358,545,1300,344,898,163,194,51,447,367,123,66,171,523,1597,.419,.383,.840,19.8,5.9,1.6,1.4,0.5,0.2,2012
47,Quincy Miller,"Dec 16, '12, DEN @ SAC",20,3,69,934,107,306,33,113,48,68,41,169,37,30,37,54,82,295,.350,.292,.706,13.5,4.3,2.4,0.5,0.4,0.5,2012
48,Donatas Motiejūnas,"Nov 10, '12, HOU vs. DET",22,6,251,4566,731,1558,121,404,249,417,298,952,269,118,82,287,538,1832,.469,.300,.597,18.2,7.3,3.8,1.1,0.5,0.3,2012
49,Arnett Moultrie,"Nov 5, '12, PHI vs. NYK",22,2,59,729,94,172,0,0,22,33,87,180,12,25,14,26,65,210,.547,,.667,12.4,3.6,3.1,0.2,0.4,0.2,2012
50,Kevin Murphy,"Oct 31, '12, UTA vs. DAL",22,1,17,52,7,28,1,5,0,0,0,4,2,1,0,3,4,15,.250,.200,,3.1,0.9,0.2,0.1,0.1,0.0,2012
51,Andrew Nicholson,"Nov 2, '12, ORL vs. DEN",23,5,285,4080,708,1517,87,271,197,255,188,857,126,74,95,212,458,1700,.467,.321,.773,14.3,6.0,3.0,0.4,0.3,0.3,2012
52,Kyle O'Quinn,"Nov 2, '12, ORL vs. DEN",22,8,472,6714,1085,2099,31,142,367,496,628,2166,643,189,453,458,960,2568,.517,.218,.740,14.2,5.4,4.6,1.4,0.4,1.0,2012
53,Tim Ohlbrecht,"Mar 3, '13, HOU vs. DAL",24,1,3,12,1,3,0,0,1,1,0,1,1,1,0,4,1,3,.333,,1.000,4.0,1.0,0.3,0.3,0.3,0.0,2012
54,Miles Plumlee,"Nov 5, '12, IND @ SAS",24,7,346,5658,748,1381,0,0,201,370,547,1562,178,153,256,308,540,1697,.542,,.543,16.4,4.9,4.5,0.5,0.4,0.7,2012
55,Pablo Prigioni,"Nov 2, '12, NYK vs. MIA",35,4,270,4566,334,786,203,535,75,86,145,505,765,268,6,257,429,946,.425,.379,.872,16.9,3.5,1.9,2.8,1.0,0.0,2012
56,Austin Rivers,"Oct 31, '12, NOH vs. SAS",20,11,707,16858,2214,5289,789,2260,779,1193,222,1442,1513,494,112,732,1479,5996,.419,.349,.653,23.8,8.5,2.0,2.1,0.7,0.2,2012
57,Brian Roberts,"Oct 31, '12, NOH vs. SAS",27,5,314,5207,753,1831,217,610,336,370,58,422,721,132,19,272,368,2059,.411,.356,.908,16.6,6.6,1.3,2.3,0.4,0.1,2012
58,Thomas Robinson,"Oct 31, '12, SAC @ CHI",21,5,313,4204,640,1361,0,6,248,491,542,1507,190,161,111,319,546,1528,.470,.000,.505,13.4,4.9,4.8,0.6,0.5,0.4,2012
59,Terrence Ross,"Oct 31, '12, TOR vs. IND",21,11,733,17956,2940,7032,1329,3673,838,1001,256,2061,936,587,231,700,1230,8047,.418,.362,.837,24.5,11.0,2.8,1.3,0.8,0.3,2012
60,Robert Sacre,"Oct 31, '12, LAL @ POR",23,4,189,2745,318,729,0,1,151,225,212,593,126,56,110,102,336,787,.436,.000,.671,14.5,4.2,3.1,0.7,0.3,0.6,2012
,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2012
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2012
61,Mike Scott,"Nov 11, '12, ATL @ LAC",24,9,555,9182,1434,3168,494,1365,374,494,378,1727,499,182,74,357,822,3736,.453,.362,.757,16.5,6.7,3.1,0.9,0.3,0.1,2012
62,Tornike Shengelia,"Nov 7, '12, BRK @ MIA",21,2,45,247,23,51,1,8,12,24,13,39,17,6,2,23,29,59,.451,.125,.500,5.5,1.3,0.9,0.4,0.1,0.0,2012
63,Alexey Shved,"Nov 2, '12, MIN vs. SAC",24,3,182,3271,445,1207,162,529,297,390,85,355,460,110,49,243,201,1349,.369,.306,.762,18.0,7.4,2.0,2.5,0.6,0.3,2012
64,Henry Sims,"Mar 4, '13, NOH vs. ORL",22,4,135,2542,403,856,4,23,221,288,248,670,140,76,64,153,289,1031,.471,.174,.767,18.8,7.6,5.0,1.0,0.6,0.5,2012
65,Kyle Singler,"Oct 31, '12, DET vs. HOU",24,6,356,7794,843,2015,299,826,341,434,317,1026,272,203,110,278,734,2326,.418,.362,.786,21.9,6.5,2.9,0.8,0.6,0.3,2012
66,Jared Sullinger,"Oct 30, '12, BOS @ MIA",20,5,269,6532,1172,2685,141,518,408,564,684,2006,477,180,161,332,784,2893,.436,.272,.723,24.3,10.8,7.5,1.8,0.7,0.6,2012
67,Jeff Taylor,"Nov 3, '12, CHA @ DAL",23,3,132,2566,299,731,82,257,127,191,80,263,107,72,21,92,234,807,.409,.319,.665,19.4,6.1,2.0,0.8,0.5,0.2,2012
68,Tyshawn Taylor,"Nov 5, '12, BRK vs. MIN",22,2,61,491,63,178,9,25,39,57,5,33,57,25,1,56,54,174,.354,.360,.684,8.0,2.9,0.5,0.9,0.4,0.0,2012
69,Marquis Teague,"Nov 2, '12, CHI @ CLE",19,3,91,909,85,248,10,45,37,56,5,90,134,23,12,77,98,217,.343,.222,.661,10.0,2.4,1.0,1.5,0.3,0.1,2012
70,Mirza Teletović,"Nov 5, '12, BRK vs. MIN",27,6,324,5765,927,2285,541,1460,241,319,189,1042,273,104,82,255,552,2636,.406,.371,.755,17.8,8.1,3.2,0.8,0.3,0.3,2012
71,Jonas Valančiūnas,"Oct 31, '12, TOR vs. IND",20,13,937,23558,4896,8739,238,698,2249,2833,2554,8723,1301,379,868,1531,2626,12279,.560,.341,.794,25.1,13.1,9.3,1.4,0.4,0.9,2012
72,Jarvis Varnado,"Dec 25, '12, BOS @ BRK",24,2,37,397,39,67,0,0,29,56,21,72,16,11,31,16,72,107,.582,,.518,10.7,2.9,1.9,0.4,0.3,0.8,2012
73,Dion Waiters,"Oct 30, '12, CLE vs. WAS",21,8,419,11835,2106,5110,575,1660,718,1034,166,1108,1163,391,113,761,813,5505,.412,.346,.694,28.2,13.1,2.6,2.8,0.9,0.3,2012
74,Maalik Wayns,"Oct 31, '12, PHI vs. DEN",21,2,29,211,27,90,7,31,17,19,1,9,29,8,0,15,30,78,.300,.226,.895,7.3,2.7,0.3,1.0,0.3,0.0,2012
75,Chris Wright,"Mar 15, '13, DAL vs. CLE",23,1,3,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2,.500,,,1.3,0.7,0.0,0.0,0.0,0.0,2012
76,Tony Wroten,"Nov 7, '12, MEM @ MIL",19,4,145,3076,575,1393,84,363,370,572,106,363,437,137,28,375,268,1604,.413,.231,.647,21.2,11.1,2.5,3.0,0.9,0.2,2012
77,Luke Zeller,"Nov 4, '12, PHO @ ORL",25,1,16,58,9,26,1,5,0,0,1,10,3,0,0,0,5,19,.346,.200,,3.6,1.2,0.6,0.2,0.0,0.0,2012
78,Tyler Zeller,"Oct 30, '12, CLE vs. WAS",23,8,414,7254,1161,2284,10,35,541,708,637,1820,367,104,241,348,897,2873,.508,.286,.764,17.5,6.9,4.4,0.9,0.3,0.6,2012
